Gene stable ID	Transcript length (including UTRs and CDS)
ENSG00000140479	4409
ENSG00000140481	2787
ENSG00000140488	3345
ENSG00000140497	3162
ENSG00000140505	2728
ENSG00000140506	2795
ENSG00000140511	3071
ENSG00000140519	1982
ENSG00000140521	4668
ENSG00000140522	1810
ENSG00000140525	4743
ENSG00000140526	8735
ENSG00000140527	2409
ENSG00000140534	6775
ENSG00000140538	19984
ENSG00000140543	3844
ENSG00000140545	2464
ENSG00000140548	4617
ENSG00000140553	4002
ENSG00000140557	5708
ENSG00000140563	7555
ENSG00000140564	4345
ENSG00000140575	7233
ENSG00000140577	5209
ENSG00000140598	3675
ENSG00000140600	2012
ENSG00000140612	3626
ENSG00000140623	1469
ENSG00000140632	3772
ENSG00000140650	5409
ENSG00000140675	2467
ENSG00000140678	4703
ENSG00000140682	4973
ENSG00000140688	2793
ENSG00000140691	4844
ENSG00000140694	3078
ENSG00000140718	11766
ENSG00000140740	2615
ENSG00000140743	2702
ENSG00000140749	2785
ENSG00000140750	4966
ENSG00000140795	6911
ENSG00000140798	5168
ENSG00000140807	17105
ENSG00000140829	4608
ENSG00000140830	2556
ENSG00000140832	2912
ENSG00000140835	2412
ENSG00000140836	17219
ENSG00000140839	2321
ENSG00000140848	3446
ENSG00000140853	6822
ENSG00000140854	3854
ENSG00000140859	3427
ENSG00000140873	5913
ENSG00000140876	1096
ENSG00000140905	2537
ENSG00000140931	2330
ENSG00000140932	1054
ENSG00000140937	6874
ENSG00000140939	1592
ENSG00000140941	3085
ENSG00000140943	4338
ENSG00000140945	8042
ENSG00000140948	7102
ENSG00000140950	5046
ENSG00000140955	2558
ENSG00000140961	2391
ENSG00000140968	3030
ENSG00000140983	3695
ENSG00000140986	2182
ENSG00000140987	3173
ENSG00000140988	1548
ENSG00000140990	958
ENSG00000140992	7241
ENSG00000140993	3612
ENSG00000140995	4450
ENSG00000141002	2688
ENSG00000141012	5682
ENSG00000141013	3856
ENSG00000141026	3351
ENSG00000141027	10720
ENSG00000141028	564
ENSG00000141030	1699
ENSG00000141034	4237
ENSG00000141040	3373
ENSG00000141052	8466
ENSG00000141068	7237
ENSG00000141076	4183
ENSG00000141084	5341
ENSG00000141086	2360
ENSG00000141096	2018
ENSG00000141098	5507
ENSG00000141101	1734
ENSG00000141127	1910
ENSG00000141161	5679
ENSG00000141179	3932
ENSG00000141194	4925
ENSG00000141198	2507
ENSG00000141200	2313
ENSG00000141219	3645
ENSG00000141232	2229
ENSG00000141252	13106
ENSG00000141255	1704
ENSG00000141258	4863
ENSG00000141279	4698
ENSG00000141293	1687
ENSG00000141294	2239
ENSG00000141295	1779
ENSG00000141298	9327
ENSG00000141314	4661
ENSG00000141316	949
ENSG00000141337	4642
ENSG00000141338	5823
ENSG00000141349	3027
ENSG00000141367	8587
ENSG00000141371	950
ENSG00000141376	4556
ENSG00000141378	4114
ENSG00000141380	3414
ENSG00000141384	5260
ENSG00000141385	3367
ENSG00000141391	2001
ENSG00000141401	1616
ENSG00000141404	6535
ENSG00000141424	3543
ENSG00000141425	4438
ENSG00000141428	1581
ENSG00000141429	3847
ENSG00000141431	11743
ENSG00000141433	3346
ENSG00000141434	2312
ENSG00000141437	1319
ENSG00000141441	7033
ENSG00000141446	4773
ENSG00000141447	4195
ENSG00000141448	3770
ENSG00000141449	8749
ENSG00000141452	2162
ENSG00000141456	5272
ENSG00000141458	5157
ENSG00000141469	3971
ENSG00000141480	1895
ENSG00000141485	5398
ENSG00000141497	2448
ENSG00000141499	4011
ENSG00000141503	5299
ENSG00000141504	1563
ENSG00000141505	2083
ENSG00000141506	4495
ENSG00000141510	2724
ENSG00000141519	4294
ENSG00000141522	1906
ENSG00000141524	5268
ENSG00000141526	4830
ENSG00000141527	4537
ENSG00000141540	3661
ENSG00000141542	3859
ENSG00000141543	3593
ENSG00000141551	6094
ENSG00000141552	2136
ENSG00000141556	7168
ENSG00000141560	1849
ENSG00000141562	3949
ENSG00000141564	6408
ENSG00000141568	5265
ENSG00000141569	3439
ENSG00000141570	3791
ENSG00000141574	2235
ENSG00000141576	4955
ENSG00000141577	3673
ENSG00000141579	3713
ENSG00000141580	2587
ENSG00000141582	2664
ENSG00000141622	7596
ENSG00000141627	5049
ENSG00000141639	4770
ENSG00000141642	2235
ENSG00000141644	4905
ENSG00000141646	8769
ENSG00000141655	8147
ENSG00000141664	5959
ENSG00000141665	3187
ENSG00000141668	3336
ENSG00000141682	1948
ENSG00000141696	2791
ENSG00000141698	1729
ENSG00000141699	4149
ENSG00000141736	4930
ENSG00000141738	2243
ENSG00000141741	1999
ENSG00000141744	1253
ENSG00000141748	2412
ENSG00000141750	3362
ENSG00000141753	2200
ENSG00000141756	2826
ENSG00000141759	3504
ENSG00000141837	8665
ENSG00000141854	2187
ENSG00000141858	2164
ENSG00000141867	7169
ENSG00000141873	2940
ENSG00000141905	8399
ENSG00000141933	2873
ENSG00000141934	6455
ENSG00000141946	2627
ENSG00000141956	7072
ENSG00000141959	6007
ENSG00000141965	9593
ENSG00000141968	2825
ENSG00000141971	2223
ENSG00000141977	711
ENSG00000141979	2567
ENSG00000141985	2516
ENSG00000141994	2301
ENSG00000142002	4295
ENSG00000142025	3076
ENSG00000142039	3322
ENSG00000142046	1843
ENSG00000142065	7489
ENSG00000142082	2627
ENSG00000142089	808
ENSG00000142102	4418
ENSG00000142149	7385
ENSG00000142156	4238
ENSG00000142163	948
ENSG00000142166	6139
ENSG00000142168	1746
ENSG00000142173	3461
ENSG00000142178	4805
ENSG00000142182	1706
ENSG00000142185	6221
ENSG00000142186	2715
ENSG00000142188	3062
ENSG00000142192	3543
ENSG00000142197	7685
ENSG00000142207	10832
ENSG00000142208	8396
ENSG00000142224	1586
ENSG00000142227	876
ENSG00000142230	2313
ENSG00000142233	2426
ENSG00000142235	5113
ENSG00000142252	1657
ENSG00000142273	1579
ENSG00000142279	13665
ENSG00000142303	4194
ENSG00000142319	3936
ENSG00000142327	5658
ENSG00000142330	4406
ENSG00000142347	4303
ENSG00000142396	3889
ENSG00000142405	3801
ENSG00000142408	8747
ENSG00000142409	1925
ENSG00000142444	1425
ENSG00000142449	9362
ENSG00000142453	3330
ENSG00000142459	3855
ENSG00000142484	932
ENSG00000142494	3280
ENSG00000142507	871
ENSG00000142511	1269
ENSG00000142512	3109
ENSG00000142513	1347
ENSG00000142515	2702
ENSG00000142528	4828
ENSG00000142530	1281
ENSG00000142534	1133
ENSG00000142538	459
ENSG00000142539	1265
ENSG00000142541	2312
ENSG00000142544	2087
ENSG00000142546	2615
ENSG00000142549	2606
ENSG00000142552	1859
ENSG00000142556	4818
ENSG00000142583	4165
ENSG00000142599	8026
ENSG00000142606	2849
ENSG00000142609	5247
ENSG00000142611	8690
ENSG00000142615	919
ENSG00000142619	3189
ENSG00000142621	5090
ENSG00000142623	3846
ENSG00000142627	3964
ENSG00000142632	3029
ENSG00000142634	2419
ENSG00000142655	1985
ENSG00000142657	1885
ENSG00000142661	5804
ENSG00000142669	1661
ENSG00000142675	2673
ENSG00000142676	1600
ENSG00000142677	2798
ENSG00000142684	698
ENSG00000142686	3218
ENSG00000142687	4789
ENSG00000142694	1054
ENSG00000142698	2287
ENSG00000142700	3137
ENSG00000142731	3841
ENSG00000142733	4309
ENSG00000142748	1030
ENSG00000142751	4678
ENSG00000142765	2681
ENSG00000142784	5149
ENSG00000142789	887
ENSG00000142794	4401
ENSG00000142798	14327
ENSG00000142856	1285
ENSG00000142864	6676
ENSG00000142867	3105
ENSG00000142871	2290
ENSG00000142875	4513
ENSG00000142892	4596
ENSG00000142910	4759
ENSG00000142920	5848
ENSG00000142937	1115
ENSG00000142945	2955
ENSG00000142949	7727
ENSG00000142959	2047
ENSG00000142961	5725
ENSG00000142973	2171
ENSG00000143001	1097
ENSG00000143006	1910
ENSG00000143013	5405
ENSG00000143028	3624
ENSG00000143032	1979
ENSG00000143033	4125
ENSG00000143036	2388
ENSG00000143061	7326
ENSG00000143067	5041
ENSG00000143079	5897
ENSG00000143093	4870
ENSG00000143105	1959
ENSG00000143106	3729
ENSG00000143107	3332
ENSG00000143110	2308
ENSG00000143119	1569
ENSG00000143125	1338
ENSG00000143126	10534
ENSG00000143127	5269
ENSG00000143147	8256
ENSG00000143149	2696
ENSG00000143153	2608
ENSG00000143155	3032
ENSG00000143156	4298
ENSG00000143157	6254
ENSG00000143158	2177
ENSG00000143162	1997
ENSG00000143164	3522
ENSG00000143167	2802
ENSG00000143171	2252
ENSG00000143178	2822
ENSG00000143179	4838
ENSG00000143183	4468
ENSG00000143184	1367
ENSG00000143185	565
ENSG00000143190	14332
ENSG00000143194	2355
ENSG00000143195	13140
ENSG00000143196	1786
ENSG00000143198	3101
ENSG00000143199	5055
ENSG00000143207	3033
ENSG00000143217	3502
ENSG00000143222	1114
ENSG00000143224	2471
ENSG00000143226	2412
ENSG00000143228	1969
ENSG00000143248	5862
ENSG00000143252	13566
ENSG00000143256	677
ENSG00000143257	1473
ENSG00000143258	2514
ENSG00000143278	2217
ENSG00000143294	2105
ENSG00000143297	5390
ENSG00000143303	2254
ENSG00000143314	990
ENSG00000143315	7039
ENSG00000143318	1897
ENSG00000143319	3303
ENSG00000143320	1033
ENSG00000143321	2380
ENSG00000143322	12144
ENSG00000143324	8474
ENSG00000143333	2427
ENSG00000143337	8704
ENSG00000143340	2909
ENSG00000143341	18208
ENSG00000143344	5100
ENSG00000143353	2169
ENSG00000143355	7836
ENSG00000143363	2997
ENSG00000143365	4141
ENSG00000143367	3111
ENSG00000143368	2085
ENSG00000143369	3066
ENSG00000143373	5378
ENSG00000143374	2729
ENSG00000143375	5091
ENSG00000143376	7250
ENSG00000143379	4437
ENSG00000143382	4319
ENSG00000143384	3932
ENSG00000143387	1692
ENSG00000143390	3576
ENSG00000143393	3983
ENSG00000143398	3767
ENSG00000143401	3451
ENSG00000143409	2817
ENSG00000143412	1826
ENSG00000143416	2840
ENSG00000143418	2544
ENSG00000143420	2818
ENSG00000143429	1194
ENSG00000143434	5262
ENSG00000143436	1296
ENSG00000143437	4887
ENSG00000143442	6626
ENSG00000143443	2096
ENSG00000143450	3789
ENSG00000143452	1794
ENSG00000143457	2999
ENSG00000143458	8964
ENSG00000143469	13567
ENSG00000143473	8172
ENSG00000143476	4573
ENSG00000143479	2329
ENSG00000143486	5224
ENSG00000143493	4447
ENSG00000143494	4224
ENSG00000143498	1966
ENSG00000143499	4732
ENSG00000143502	3480
ENSG00000143507	2676
ENSG00000143512	2575
ENSG00000143514	4741
ENSG00000143515	5861
ENSG00000143520	9124
ENSG00000143536	1902
ENSG00000143537	4508
ENSG00000143543	1287
ENSG00000143545	2123
ENSG00000143546	717
ENSG00000143549	4041
ENSG00000143552	5889
ENSG00000143553	1205
ENSG00000143554	4504
ENSG00000143556	479
ENSG00000143569	3997
ENSG00000143570	2723
ENSG00000143575	1284
ENSG00000143578	1752
ENSG00000143590	1782
ENSG00000143595	2262
ENSG00000143603	13057
ENSG00000143612	1861
ENSG00000143614	7478
ENSG00000143621	1906
ENSG00000143622	3445
ENSG00000143624	5741
ENSG00000143627	3047
ENSG00000143630	3718
ENSG00000143631	12747
ENSG00000143632	1491
ENSG00000143633	2657
ENSG00000143641	4454
ENSG00000143643	3253
ENSG00000143653	2503
ENSG00000143669	13480
ENSG00000143674	5809
ENSG00000143702	6828
ENSG00000143727	1552
ENSG00000143740	2403
ENSG00000143742	1596
ENSG00000143748	3123
ENSG00000143751	3975
ENSG00000143753	2101
ENSG00000143756	5451
ENSG00000143761	2006
ENSG00000143768	2287
ENSG00000143771	4125
ENSG00000143772	6162
ENSG00000143774	2548
ENSG00000143776	10855
ENSG00000143786	2558
ENSG00000143793	3554
ENSG00000143797	7751
ENSG00000143799	3958
ENSG00000143801	2465
ENSG00000143811	3149
ENSG00000143815	3812
ENSG00000143816	3971
ENSG00000143819	1789
ENSG00000143839	1488
ENSG00000143842	3587
ENSG00000143845	2434
ENSG00000143847	6434
ENSG00000143850	7401
ENSG00000143851	3765
ENSG00000143858	7614
ENSG00000143862	1793
ENSG00000143867	4171
ENSG00000143869	9749
ENSG00000143870	2682
ENSG00000143878	2372
ENSG00000143882	3102
ENSG00000143889	4173
ENSG00000143891	2484
ENSG00000143919	1495
ENSG00000143921	7186
ENSG00000143924	5549
ENSG00000143933	4502
ENSG00000143942	1321
ENSG00000143947	1159
ENSG00000143951	5408
ENSG00000143952	4337
ENSG00000143954	966
ENSG00000143970	12878
ENSG00000143971	5687
ENSG00000143977	1093
ENSG00000143994	3107
ENSG00000143995	5111
ENSG00000144010	1668
ENSG00000144015	1682
ENSG00000144021	3588
ENSG00000144026	5593
ENSG00000144028	7165
ENSG00000144029	3680
ENSG00000144031	2185
ENSG00000144034	819
ENSG00000144035	947
ENSG00000144036	5918
ENSG00000144040	4140
ENSG00000144043	3579
ENSG00000144045	2689
ENSG00000144048	2175
ENSG00000144057	7275
ENSG00000144061	10006
ENSG00000144063	3061
ENSG00000144115	3649
ENSG00000144118	2344
ENSG00000144119	2043
ENSG00000144120	1738
ENSG00000144130	2448
ENSG00000144134	2904
ENSG00000144136	3381
ENSG00000144152	4598
ENSG00000144158	768
ENSG00000144161	5965
ENSG00000144182	1424
ENSG00000144188	1028
ENSG00000144191	3841
ENSG00000144199	1388
ENSG00000144214	1038
ENSG00000144218	9849
ENSG00000144224	4006
ENSG00000144227	1052
ENSG00000144228	6025
ENSG00000144229	6111
ENSG00000144230	2598
ENSG00000144231	5042
ENSG00000144233	4658
ENSG00000144278	5536
ENSG00000144283	5777
ENSG00000144285	12903
ENSG00000144290	5710
ENSG00000144306	3037
ENSG00000144320	7647
ENSG00000144331	3288
ENSG00000144339	3364
ENSG00000144354	3176
ENSG00000144355	2640
ENSG00000144357	8005
ENSG00000144362	1253
ENSG00000144366	7427
ENSG00000144369	5826
ENSG00000144381	2455
ENSG00000144395	3685
ENSG00000144401	4805
ENSG00000144406	13562
ENSG00000144407	2713
ENSG00000144410	1209
ENSG00000144426	10938
ENSG00000144445	4754
ENSG00000144451	4751
ENSG00000144452	9100
ENSG00000144455	3150
ENSG00000144460	5461
ENSG00000144468	5151
ENSG00000144476	2203
ENSG00000144481	5621
ENSG00000144485	1600
ENSG00000144488	4836
ENSG00000144504	4640
ENSG00000144524	3299
ENSG00000144535	4671
ENSG00000144550	2068
ENSG00000144554	5219
ENSG00000144559	2768
ENSG00000144560	3725
ENSG00000144566	2536
ENSG00000144567	4618
ENSG00000144579	2638
ENSG00000144580	4079
ENSG00000144583	4447
ENSG00000144589	3615
ENSG00000144591	4942
ENSG00000144596	7977
ENSG00000144597	4690
ENSG00000144619	5198
ENSG00000144635	4791
ENSG00000144642	8540
ENSG00000144644	4509
ENSG00000144645	7723
ENSG00000144647	2544
ENSG00000144648	2956
ENSG00000144649	3121
ENSG00000144655	3148
ENSG00000144659	2147
ENSG00000144668	7889
ENSG00000144671	2277
ENSG00000144674	7772
ENSG00000144677	4640
ENSG00000144681	3227
ENSG00000144711	5561
ENSG00000144712	4676
ENSG00000144713	2117
ENSG00000144724	9021
ENSG00000144730	8720
ENSG00000144736	4024
ENSG00000144741	3879
ENSG00000144744	2154
ENSG00000144746	2101
ENSG00000144747	6849
ENSG00000144749	5283
ENSG00000144771	1423
ENSG00000144785	937
ENSG00000144791	11331
ENSG00000144792	5834
ENSG00000144802	3923
ENSG00000144810	5705
ENSG00000144815	8074
ENSG00000144820	3140
ENSG00000144821	7074
ENSG00000144824	6127
ENSG00000144827	2590
ENSG00000144834	1488
ENSG00000144837	1786
ENSG00000144840	3960
ENSG00000144843	4546
ENSG00000144847	3525
ENSG00000144848	3010
ENSG00000144852	4417
ENSG00000144857	5750
ENSG00000144867	2827
ENSG00000144868	4833
ENSG00000144891	2359
ENSG00000144893	10744
ENSG00000144895	2198
ENSG00000144908	4604
ENSG00000144909	4191
ENSG00000144935	4324
ENSG00000144959	4687
ENSG00000144962	2106
ENSG00000145002	1268
ENSG00000145012	18277
ENSG00000145014	2490
ENSG00000145016	6955
ENSG00000145020	4544
ENSG00000145022	2146
ENSG00000145029	2616
ENSG00000145040	1481
ENSG00000145041	5951
ENSG00000145050	1509
ENSG00000145063	1472
ENSG00000145075	4451
ENSG00000145087	9496
ENSG00000145088	992
ENSG00000145103	2866
ENSG00000145107	1582
ENSG00000145113	17110
ENSG00000145147	6390
ENSG00000145191	4410
ENSG00000145192	1711
ENSG00000145194	3229
ENSG00000145198	4120
ENSG00000145214	4636
ENSG00000145216	3180
ENSG00000145217	3660
ENSG00000145220	1569
ENSG00000145241	6940
ENSG00000145242	8421
ENSG00000145244	5378
ENSG00000145246	6655
ENSG00000145247	1886
ENSG00000145248	1790
ENSG00000145283	1502
ENSG00000145284	3101
ENSG00000145287	2253
ENSG00000145293	2025
ENSG00000145309	1532
ENSG00000145321	1972
ENSG00000145331	3694
ENSG00000145332	5621
ENSG00000145335	3167
ENSG00000145337	1361
ENSG00000145348	8101
ENSG00000145349	5820
ENSG00000145354	5892
ENSG00000145358	2604
ENSG00000145362	14196
ENSG00000145365	4157
ENSG00000145375	8137
ENSG00000145384	2478
ENSG00000145386	2797
ENSG00000145388	6669
ENSG00000145390	6072
ENSG00000145391	7365
ENSG00000145414	2329
ENSG00000145416	5877
ENSG00000145423	2032
ENSG00000145425	1526
ENSG00000145428	3203
ENSG00000145431	4165
ENSG00000145439	3443
ENSG00000145451	8770
ENSG00000145476	8646
ENSG00000145491	1291
ENSG00000145494	1082
ENSG00000145495	9569
ENSG00000145506	2155
ENSG00000145526	3542
ENSG00000145536	4979
ENSG00000145545	7132
ENSG00000145555	11456
ENSG00000145569	3597
ENSG00000145592	7686
ENSG00000145604	3759
ENSG00000145623	5539
ENSG00000145626	5122
ENSG00000145632	2960
ENSG00000145642	847
ENSG00000145649	894
ENSG00000145675	7011
ENSG00000145681	5607
ENSG00000145685	5043
ENSG00000145687	8780
ENSG00000145692	2502
ENSG00000145700	6207
ENSG00000145703	5844
ENSG00000145708	1980
ENSG00000145715	4979
ENSG00000145721	4026
ENSG00000145723	3325
ENSG00000145725	15407
ENSG00000145730	5432
ENSG00000145734	11073
ENSG00000145736	4336
ENSG00000145740	4360
ENSG00000145741	1237
ENSG00000145743	5188
ENSG00000145757	2169
ENSG00000145777	2621
ENSG00000145779	8681
ENSG00000145780	5816
ENSG00000145781	1469
ENSG00000145782	4333
ENSG00000145794	7594
ENSG00000145808	5234
ENSG00000145817	3147
ENSG00000145819	9395
ENSG00000145824	1971
ENSG00000145826	1077
ENSG00000145832	3764
ENSG00000145833	5689
ENSG00000145835	352
ENSG00000145839	591
ENSG00000145850	1369
ENSG00000145860	3624
ENSG00000145861	2414
ENSG00000145863	2393
ENSG00000145864	7409
ENSG00000145868	4424
ENSG00000145879	1225
ENSG00000145882	4887
ENSG00000145888	1803
ENSG00000145901	2935
ENSG00000145907	10240
ENSG00000145908	4155
ENSG00000145911	6080
ENSG00000145912	865
ENSG00000145916	4250
ENSG00000145919	1562
ENSG00000145920	5023
ENSG00000145934	9427
ENSG00000145936	5052
ENSG00000145945	1935
ENSG00000145949	5806
ENSG00000145975	2265
ENSG00000145979	2598
ENSG00000145982	3884
ENSG00000145990	8751
ENSG00000145996	3272
ENSG00000146001	3197
ENSG00000146005	4513
ENSG00000146006	6017
ENSG00000146007	1647
ENSG00000146013	2039
ENSG00000146021	6981
ENSG00000146038	4707
ENSG00000146039	3699
ENSG00000146047	516
ENSG00000146049	1382
ENSG00000146054	4357
ENSG00000146063	7015
ENSG00000146066	668
ENSG00000146067	4604
ENSG00000146070	1882
ENSG00000146072	3595
ENSG00000146083	4155
ENSG00000146085	3749
ENSG00000146090	2395
ENSG00000146094	2292
ENSG00000146109	2949
ENSG00000146112	4599
ENSG00000146122	6730
ENSG00000146143	2308
ENSG00000146147	5743
ENSG00000146151	2532
ENSG00000146166	5213
ENSG00000146192	5771
ENSG00000146197	7356
ENSG00000146205	4128
ENSG00000146215	962
ENSG00000146216	6932
ENSG00000146221	3067
ENSG00000146223	4476
ENSG00000146232	2581
ENSG00000146233	2269
ENSG00000146242	6484
ENSG00000146243	5656
ENSG00000146247	10460
ENSG00000146250	2440
ENSG00000146263	8643
ENSG00000146267	11508
ENSG00000146276	3259
ENSG00000146278	2065
ENSG00000146281	4708
ENSG00000146282	1818
ENSG00000146285	4297
ENSG00000146350	5323
ENSG00000146352	11485
ENSG00000146360	1945
ENSG00000146373	11325
ENSG00000146374	2697
ENSG00000146376	4462
ENSG00000146378	1157
ENSG00000146383	1038
ENSG00000146385	1029
ENSG00000146386	845
ENSG00000146399	1020
ENSG00000146409	2421
ENSG00000146410	1793
ENSG00000146411	4468
ENSG00000146414	11660
ENSG00000146416	3636
ENSG00000146425	2891
ENSG00000146426	6981
ENSG00000146433	5390
ENSG00000146453	1940
ENSG00000146457	3656
ENSG00000146463	6994
ENSG00000146469	1584
ENSG00000146476	2576
ENSG00000146477	3348
ENSG00000146521	1652
ENSG00000146530	5936
ENSG00000146535	4378
ENSG00000146540	2621
ENSG00000146555	10397
ENSG00000146556	2800
ENSG00000146574	2885
ENSG00000146576	2182
ENSG00000146587	6551
ENSG00000146592	8532
ENSG00000146618	640
ENSG00000146648	9821
ENSG00000146666	1188
ENSG00000146670	2587
ENSG00000146674	2412
ENSG00000146676	9069
ENSG00000146677	408
ENSG00000146678	1653
ENSG00000146700	2801
ENSG00000146701	2209
ENSG00000146707	1587
ENSG00000146722	980
ENSG00000146729	4255
ENSG00000146731	2719
ENSG00000146733	2178
ENSG00000146755	2047
ENSG00000146757	3210
ENSG00000146776	5417
ENSG00000146802	7470
ENSG00000146809	4788
ENSG00000146826	2520
ENSG00000146828	4462
ENSG00000146830	6530
ENSG00000146833	3383
ENSG00000146834	3030
ENSG00000146839	8835
ENSG00000146842	3545
ENSG00000146856	3533
ENSG00000146857	993
ENSG00000146858	1753
ENSG00000146859	1997
ENSG00000146872	3608
ENSG00000146904	3363
ENSG00000146909	6077
ENSG00000146910	2378
ENSG00000146918	5253
ENSG00000146926	1820
ENSG00000146938	5870
ENSG00000146950	7447
ENSG00000146955	952
ENSG00000146963	2837
ENSG00000146966	3735
ENSG00000147003	1578
ENSG00000147010	4731
ENSG00000147027	4054
ENSG00000147036	10298
ENSG00000147041	4722
ENSG00000147044	8361
ENSG00000147050	5924
ENSG00000147059	2468
ENSG00000147065	3944
ENSG00000147081	2881
ENSG00000147082	4693
ENSG00000147099	5689
ENSG00000147100	4161
ENSG00000147113	4655
ENSG00000147117	2318
ENSG00000147118	3586
ENSG00000147119	2289
ENSG00000147121	2774
ENSG00000147123	1388
ENSG00000147124	4531
ENSG00000147127	1074
ENSG00000147130	6067
ENSG00000147133	7722
ENSG00000147138	5516
ENSG00000147140	3215
ENSG00000147144	3857
ENSG00000147145	2611
ENSG00000147155	1775
ENSG00000147160	2124
ENSG00000147162	7243
ENSG00000147164	2422
ENSG00000147166	1439
ENSG00000147168	2035
ENSG00000147174	3213
ENSG00000147180	4844
ENSG00000147183	1630
ENSG00000147202	9333
ENSG00000147206	2276
ENSG00000147223	1172
ENSG00000147224	2152
ENSG00000147231	3861
ENSG00000147234	7304
ENSG00000147246	4751
ENSG00000147251	6664
ENSG00000147255	5413
ENSG00000147256	3083
ENSG00000147257	2568
ENSG00000147262	1008
ENSG00000147274	4887
ENSG00000147316	8039
ENSG00000147324	6414
ENSG00000147364	10386
ENSG00000147378	1072
ENSG00000147381	1773
ENSG00000147383	1929
ENSG00000147394	4421
ENSG00000147400	1454
ENSG00000147403	2318
ENSG00000147408	4232
ENSG00000147416	6907
ENSG00000147419	3626
ENSG00000147421	4082
ENSG00000147432	2294
ENSG00000147434	2400
ENSG00000147437	1760
ENSG00000147439	3589
ENSG00000147443	1936
ENSG00000147454	4823
ENSG00000147457	3403
ENSG00000147459	10075
ENSG00000147465	3448
ENSG00000147471	2558
ENSG00000147475	6073
ENSG00000147481	6343
ENSG00000147485	4805
ENSG00000147488	6187
ENSG00000147509	2104
ENSG00000147526	7802
ENSG00000147533	2027
ENSG00000147535	2185
ENSG00000147536	3873
ENSG00000147548	10776
ENSG00000147570	2480
ENSG00000147571	1543
ENSG00000147573	2914
ENSG00000147576	2229
ENSG00000147586	850
ENSG00000147588	3608
ENSG00000147592	1508
ENSG00000147596	2344
ENSG00000147601	3598
ENSG00000147604	1526
ENSG00000147606	5263
ENSG00000147613	1322
ENSG00000147614	2446
ENSG00000147642	3435
ENSG00000147647	2127
ENSG00000147649	6177
ENSG00000147650	5008
ENSG00000147654	2379
ENSG00000147655	3111
ENSG00000147669	1021
ENSG00000147676	2818
ENSG00000147677	3959
ENSG00000147679	3699
ENSG00000147684	2794
ENSG00000147687	2016
ENSG00000147689	5393
ENSG00000147697	2714
ENSG00000147724	6962
ENSG00000147753	1367
ENSG00000147761	1367
ENSG00000147789	5641
ENSG00000147799	4697
ENSG00000147804	2778
ENSG00000147813	1965
ENSG00000147852	9163
ENSG00000147853	4029
ENSG00000147854	3723
ENSG00000147862	8198
ENSG00000147869	1215
ENSG00000147872	1972
ENSG00000147873	987
ENSG00000147874	6536
ENSG00000147883	3911
ENSG00000147885	939
ENSG00000147889	1283
ENSG00000147894	4808
ENSG00000147896	1140
ENSG00000147905	2828
ENSG00000147912	4575
ENSG00000147955	1743
ENSG00000147996	3326
ENSG00000148019	11198
ENSG00000148053	8633
ENSG00000148057	1623
ENSG00000148082	9768
ENSG00000148090	1577
ENSG00000148110	3420
ENSG00000148120	3136
ENSG00000148123	2495
ENSG00000148136	957
ENSG00000148143	10414
ENSG00000148153	4233
ENSG00000148154	4007
ENSG00000148156	2379
ENSG00000148158	7622
ENSG00000148175	3010
ENSG00000148180	6454
ENSG00000148187	9826
ENSG00000148200	7031
ENSG00000148204	5550
ENSG00000148215	963
ENSG00000148218	3247
ENSG00000148219	4747
ENSG00000148225	4878
ENSG00000148229	2396
ENSG00000148248	3200
ENSG00000148288	2948
ENSG00000148290	1093
ENSG00000148291	842
ENSG00000148296	4447
ENSG00000148297	4367
ENSG00000148300	2360
ENSG00000148303	1164
ENSG00000148308	2406
ENSG00000148331	4535
ENSG00000148334	2331
ENSG00000148335	1562
ENSG00000148337	3462
ENSG00000148339	3714
ENSG00000148341	4828
ENSG00000148343	4345
ENSG00000148344	1868
ENSG00000148346	877
ENSG00000148356	3376
ENSG00000148357	15610
ENSG00000148358	7353
ENSG00000148362	1077
ENSG00000148377	1359
ENSG00000148384	4311
ENSG00000148386	798
ENSG00000148396	8982
ENSG00000148399	1847
ENSG00000148400	9306
ENSG00000148408	9790
ENSG00000148411	6899
ENSG00000148426	3333
ENSG00000148429	11377
ENSG00000148444	2290
ENSG00000148450	1803
ENSG00000148459	1626
ENSG00000148468	3952
ENSG00000148481	2452
ENSG00000148482	2808
ENSG00000148483	5464
ENSG00000148484	3919
ENSG00000148488	2276
ENSG00000148498	6005
ENSG00000148513	4762
ENSG00000148516	6267
ENSG00000148541	3458
ENSG00000148572	1853
ENSG00000148584	9517
ENSG00000148600	6781
ENSG00000148602	2228
ENSG00000148604	2502
ENSG00000148606	6640
ENSG00000148634	6391
ENSG00000148655	3923
ENSG00000148660	3824
ENSG00000148671	917
ENSG00000148672	3039
ENSG00000148677	1979
ENSG00000148680	3126
ENSG00000148688	2589
ENSG00000148690	4780
ENSG00000148700	4337
ENSG00000148702	3009
ENSG00000148704	4494
ENSG00000148719	4360
ENSG00000148730	7257
ENSG00000148734	8921
ENSG00000148735	3443
ENSG00000148737	4136
ENSG00000148773	12678
ENSG00000148795	2230
ENSG00000148798	3231
ENSG00000148803	867
ENSG00000148814	6374
ENSG00000148824	2730
ENSG00000148826	2673
ENSG00000148832	1858
ENSG00000148834	1052
ENSG00000148835	3268
ENSG00000148840	5330
